image_name,label
digit_image336.png,6
digit_image337.png,7
digit_image338.png,8
digit_image339.png,9
digit_image340.png,0
digit_image341.png,1
digit_image342.png,2
digit_image343.png,3
digit_image344.png,4
digit_image345.png,5
digit_image346.png,6
digit_image347.png,7
digit_image348.png,8
digit_image349.png,9
digit_image350.png,0
digit_image351.png,1
digit_image352.png,2
digit_image353.png,3
digit_image354.png,4
digit_image355.png,5
digit_image356.png,6
digit_image357.png,7
digit_image358.png,8
digit_image359.png,9
digit_image360.png,0
digit_image361.png,1
digit_image362.png,2
digit_image363.png,3
digit_image364.png,4
digit_image365.png,5
digit_image366.png,6
digit_image367.png,7
digit_image368.png,8
digit_image369.png,9
digit_image370.png,0
digit_image371.png,1
digit_image372.png,2
digit_image373.png,3
digit_image374.png,4
digit_image375.png,5
digit_image376.png,6
digit_image377.png,7
digit_image378.png,8
digit_image379.png,9
digit_image380.png,0
digit_image381.png,1
digit_image382.png,2
digit_image383.png,3
digit_image384.png,4
digit_image385.png,5
digit_image386.png,6
digit_image387.png,7
digit_image388.png,8
digit_image389.png,9
digit_image390.png,0
digit_image391.png,1
digit_image392.png,2
digit_image393.png,3
digit_image394.png,4
digit_image395.png,5
digit_image396.png,6
digit_image397.png,7
digit_image398.png,8
digit_image399.png,9
digit_image400.png,0
digit_image401.png,1
digit_image402.png,2
digit_image403.png,3
digit_image404.png,4
digit_image405.png,5
digit_image406.png,6
digit_image407.png,7
digit_image408.png,8
digit_image409.png,9
digit_image410.png,0
digit_image411.png,1
digit_image412.png,2
digit_image413.png,3
digit_image414.png,4
digit_image415.png,5
digit_image416.png,6
digit_image417.png,7
digit_image418.png,8
digit_image419.png,9
digit_image420.png,0
digit_image421.png,1
digit_image422.png,2
digit_image423.png,3
digit_image424.png,4
digit_image425.png,5
digit_image426.png,6
digit_image427.png,7
digit_image428.png,8
digit_image429.png,9
digit_image430.png,0
digit_image431.png,1
digit_image432.png,2
digit_image433.png,3
digit_image434.png,4
digit_image435.png,5
digit_image436.png,6
digit_image437.png,7
digit_image438.png,8
digit_image439.png,9
digit_image440.png,0
digit_image441.png,1
digit_image442.png,2
digit_image443.png,3
digit_image444.png,4
digit_image445.png,5
digit_image446.png,6
digit_image447.png,7
digit_image448.png,8
digit_image449.png,9
digit_image450.png,0
digit_image451.png,1
digit_image452.png,2
digit_image453.png,3
digit_image454.png,4
digit_image455.png,5
digit_image456.png,6
digit_image457.png,7
digit_image458.png,8
digit_image459.png,9
digit_image460.png,0
digit_image461.png,1
digit_image462.png,2
digit_image463.png,3
digit_image464.png,4
digit_image465.png,5
digit_image466.png,6
digit_image467.png,7
digit_image468.png,8
digit_image469.png,9
digit_image470.png,0
digit_image471.png,1
digit_image472.png,2
digit_image473.png,3
digit_image474.png,4
digit_image475.png,5
digit_image476.png,6
digit_image477.png,7
digit_image478.png,8
digit_image479.png,9
digit_image480.png,0
digit_image481.png,1
digit_image482.png,2
digit_image483.png,3
digit_image484.png,4
digit_image485.png,5
digit_image486.png,6
digit_image487.png,7
digit_image488.png,8
digit_image489.png,9
digit_image490.png,0
digit_image491.png,1
digit_image492.png,2
digit_image493.png,3
digit_image494.png,4
digit_image495.png,5
digit_image496.png,6
digit_image497.png,7
digit_image498.png,8
digit_image499.png,9
digit_image500.png,0
digit_image501.png,1
digit_image502.png,2
digit_image503.png,3
digit_image504.png,4
digit_image505.png,5
digit_image506.png,6
digit_image507.png,7
digit_image508.png,8
digit_image509.png,9
digit_image510.png,0
digit_image511.png,1
digit_image512.png,2
digit_image513.png,3
digit_image514.png,4
digit_image515.png,5
digit_image516.png,6
digit_image517.png,7
digit_image518.png,8
digit_image519.png,9
digit_image520.png,0
digit_image521.png,1
digit_image522.png,2
digit_image523.png,3
digit_image524.png,4
digit_image525.png,5
digit_image526.png,6
digit_image527.png,7
digit_image528.png,8
digit_image529.png,9
digit_image530.png,0
digit_image531.png,1
digit_image532.png,2
digit_image533.png,3
digit_image534.png,4
digit_image535.png,5
digit_image536.png,6
digit_image537.png,7
digit_image538.png,8
digit_image539.png,9
digit_image540.png,0
digit_image541.png,1
digit_image542.png,2
digit_image543.png,3
digit_image544.png,4
digit_image545.png,5
digit_image546.png,6
digit_image547.png,7
digit_image548.png,8
digit_image549.png,9
digit_image550.png,0
digit_image551.png,1
digit_image552.png,2
digit_image553.png,3
digit_image554.png,4
digit_image555.png,5
digit_image556.png,6
digit_image557.png,7
digit_image558.png,8
digit_image559.png,9
digit_image560.png,0
digit_image561.png,1
digit_image562.png,2
digit_image563.png,3
digit_image564.png,4
digit_image565.png,5
digit_image566.png,6
digit_image567.png,7
digit_image568.png,8
digit_image569.png,9
digit_image570.png,0
digit_image571.png,1
digit_image572.png,2
digit_image573.png,3
digit_image574.png,4
digit_image575.png,5
digit_image576.png,6
digit_image577.png,7
digit_image578.png,8
digit_image579.png,9
digit_image580.png,0
digit_image581.png,1
digit_image582.png,2
digit_image583.png,3
digit_image584.png,4
digit_image585.png,5
digit_image586.png,6
digit_image587.png,7
digit_image588.png,8
digit_image589.png,9
digit_image590.png,0
digit_image591.png,1
digit_image592.png,2
digit_image593.png,3
digit_image594.png,4
digit_image595.png,5
digit_image596.png,6
digit_image597.png,7
digit_image598.png,8
digit_image599.png,9
digit_image600.png,0
digit_image601.png,1
digit_image602.png,2
digit_image603.png,3
digit_image604.png,4
digit_image605.png,5
digit_image606.png,6
digit_image607.png,7
digit_image608.png,8
digit_image609.png,9
digit_image610.png,0
digit_image611.png,1
digit_image612.png,2
digit_image613.png,3
digit_image614.png,4
digit_image615.png,5
digit_image616.png,6
digit_image617.png,7
digit_image618.png,8
digit_image619.png,9
digit_image620.png,0
digit_image621.png,1
digit_image622.png,2
digit_image623.png,3
digit_image624.png,4
digit_image625.png,5
digit_image626.png,6
digit_image627.png,7
digit_image628.png,8
digit_image629.png,9
digit_image630.png,0
digit_image631.png,1
digit_image632.png,2
digit_image633.png,3
digit_image634.png,4
digit_image635.png,5
digit_image636.png,6
digit_image637.png,7
digit_image638.png,8
digit_image639.png,9
digit_image640.png,0
digit_image641.png,1
digit_image642.png,2
digit_image643.png,3
digit_image644.png,4
digit_image645.png,5
digit_image646.png,6
digit_image647.png,7
digit_image648.png,8
digit_image649.png,9
digit_image650.png,0
digit_image651.png,1
digit_image652.png,2
digit_image653.png,3
digit_image654.png,4
digit_image655.png,5
digit_image656.png,6
digit_image657.png,7
digit_image658.png,8
digit_image659.png,9
digit_image660.png,0
digit_image661.png,1
digit_image662.png,2
digit_image663.png,3
digit_image664.png,4
digit_image665.png,5
digit_image666.png,6
digit_image667.png,7
digit_image668.png,8
digit_image669.png,9
digit_image670.png,0
digit_image671.png,1
digit_image672.png,2
digit_image673.png,3
digit_image674.png,4
digit_image675.png,5
digit_image676.png,6
digit_image677.png,7
digit_image678.png,8
digit_image679.png,9
digit_image680.png,0
digit_image681.png,1
digit_image682.png,2
digit_image683.png,3
digit_image684.png,4
digit_image685.png,5
digit_image686.png,6
digit_image687.png,7
digit_image688.png,8
digit_image689.png,9
digit_image690.png,0
digit_image691.png,1
digit_image692.png,2
digit_image693.png,3
digit_image694.png,4
digit_image695.png,5
digit_image696.png,6
digit_image697.png,7
digit_image698.png,8
digit_image699.png,9
digit_image700.png,0
digit_image701.png,1
digit_image702.png,2
digit_image703.png,3
digit_image704.png,4
digit_image705.png,5
digit_image706.png,6
digit_image707.png,7
digit_image708.png,8
digit_image709.png,9
digit_image710.png,0
digit_image711.png,1
digit_image712.png,2
digit_image713.png,3
digit_image714.png,4
digit_image715.png,5
digit_image716.png,6
digit_image717.png,7
digit_image718.png,8
digit_image719.png,9
digit_image720.png,0
digit_image721.png,1
digit_image722.png,2
digit_image723.png,3
digit_image724.png,4
digit_image725.png,5
digit_image726.png,6
digit_image727.png,7
digit_image728.png,8
digit_image729.png,9
digit_image730.png,0
digit_image731.png,1
digit_image732.png,2
digit_image733.png,3
digit_image734.png,4
digit_image735.png,5
digit_image736.png,6
digit_image737.png,7
digit_image738.png,8
digit_image739.png,9
digit_image740.png,0
digit_image741.png,1
digit_image742.png,2
digit_image743.png,3
digit_image744.png,4
digit_image745.png,5
digit_image746.png,6
digit_image747.png,7
digit_image748.png,8
digit_image749.png,9
digit_image750.png,0
digit_image751.png,1
digit_image752.png,2
digit_image753.png,3
digit_image754.png,4
digit_image755.png,5
digit_image756.png,6
digit_image757.png,7
digit_image758.png,8
digit_image759.png,9
digit_image760.png,0
digit_image761.png,1
digit_image762.png,2
digit_image763.png,3
digit_image764.png,4
digit_image765.png,5
digit_image766.png,6
digit_image767.png,7
digit_image768.png,8
digit_image769.png,9
digit_image770.png,0
digit_image771.png,1
digit_image772.png,2
digit_image773.png,3
digit_image774.png,4
digit_image775.png,5
digit_image776.png,6
digit_image777.png,7
digit_image778.png,8
digit_image779.png,9
digit_image780.png,0
digit_image781.png,1
digit_image782.png,2
digit_image783.png,3
digit_image784.png,4
digit_image785.png,5
digit_image786.png,6
digit_image787.png,7
digit_image788.png,8
digit_image789.png,9
digit_image790.png,0
digit_image791.png,1
digit_image792.png,2
digit_image793.png,3
digit_image794.png,4
digit_image795.png,5
digit_image796.png,6
digit_image797.png,7
digit_image798.png,8
digit_image799.png,9
digit_image800.png,0
digit_image801.png,1
digit_image802.png,2
digit_image803.png,3
digit_image804.png,4
digit_image805.png,5
digit_image806.png,6
digit_image807.png,7
digit_image808.png,8
digit_image809.png,9
digit_image810.png,0
digit_image811.png,1
digit_image812.png,2
digit_image813.png,3
digit_image814.png,4
digit_image815.png,5
digit_image816.png,6
digit_image817.png,7
digit_image818.png,8
digit_image819.png,9
digit_image820.png,0
digit_image821.png,1
digit_image822.png,2
digit_image823.png,3
digit_image824.png,4
digit_image825.png,5
digit_image826.png,6
digit_image827.png,7
digit_image828.png,8
digit_image829.png,9
digit_image830.png,0
digit_image831.png,1
digit_image832.png,2
digit_image833.png,3
digit_image834.png,4
digit_image835.png,5
digit_image836.png,6
digit_image837.png,7
digit_image838.png,8
digit_image839.png,9
digit_image840.png,0
digit_image841.png,1
digit_image842.png,2
digit_image843.png,3
digit_image844.png,4
digit_image845.png,5
digit_image846.png,6
digit_image847.png,7
digit_image848.png,8
digit_image849.png,9
digit_image850.png,0
digit_image851.png,1
digit_image852.png,2
digit_image853.png,3
digit_image854.png,4
digit_image855.png,5
digit_image856.png,6
digit_image857.png,7
digit_image858.png,8
digit_image859.png,9
digit_image860.png,0
digit_image861.png,1
digit_image862.png,2
digit_image863.png,3
digit_image864.png,4
digit_image865.png,5
digit_image866.png,6
digit_image867.png,7
digit_image868.png,8
digit_image869.png,9
digit_image870.png,0
digit_image871.png,1
digit_image872.png,2
digit_image873.png,3
digit_image874.png,4
digit_image875.png,5
digit_image876.png,6
digit_image877.png,7
digit_image878.png,8
digit_image879.png,9
digit_image880.png,0
digit_image881.png,1
digit_image882.png,2
digit_image883.png,3
digit_image884.png,4
digit_image885.png,5
digit_image886.png,6
digit_image887.png,7
digit_image888.png,8
digit_image889.png,9
digit_image890.png,0
digit_image891.png,1
digit_image892.png,2
digit_image893.png,3
digit_image894.png,4
digit_image895.png,5
digit_image896.png,6
digit_image897.png,7
digit_image898.png,8
digit_image899.png,9
digit_image900.png,0
digit_image901.png,1
digit_image902.png,2
digit_image903.png,3
digit_image904.png,4
digit_image905.png,5
digit_image906.png,6
digit_image907.png,7
digit_image908.png,8
digit_image909.png,9
digit_image910.png,0
digit_image911.png,1
digit_image912.png,2
digit_image913.png,3
digit_image914.png,4
digit_image915.png,5
digit_image916.png,6
digit_image917.png,7
digit_image918.png,8
digit_image919.png,9
digit_image920.png,0
digit_image921.png,1
digit_image922.png,2
digit_image923.png,3
digit_image924.png,4
digit_image925.png,5
digit_image926.png,6
digit_image927.png,7
digit_image928.png,8
digit_image929.png,9
digit_image930.png,0
digit_image931.png,1
digit_image932.png,2
digit_image933.png,3
digit_image934.png,4
digit_image935.png,5
digit_image936.png,6
digit_image937.png,7
digit_image938.png,8
digit_image939.png,9
digit_image940.png,0
digit_image941.png,1
digit_image942.png,2
digit_image943.png,3
digit_image944.png,4
digit_image945.png,5
digit_image946.png,6
digit_image947.png,7
digit_image948.png,8
digit_image949.png,9
digit_image950.png,0
digit_image951.png,1
digit_image952.png,2
digit_image953.png,3
digit_image954.png,4
digit_image955.png,5
digit_image956.png,6
digit_image957.png,7
digit_image958.png,8
digit_image959.png,9
digit_image960.png,0
digit_image961.png,1
digit_image962.png,2
digit_image963.png,3
digit_image964.png,4
digit_image965.png,5
digit_image966.png,6
digit_image967.png,7
digit_image968.png,8
digit_image969.png,9
digit_image970.png,0
digit_image971.png,1
digit_image972.png,2
digit_image973.png,3
digit_image974.png,4
digit_image975.png,5
digit_image976.png,6
digit_image977.png,7
digit_image978.png,8
digit_image979.png,9
digit_image980.png,0
digit_image981.png,1
digit_image982.png,2
digit_image983.png,3
digit_image984.png,4
digit_image985.png,5
digit_image986.png,6
digit_image987.png,7
digit_image988.png,8
digit_image989.png,9
digit_image990.png,0
digit_image991.png,1
digit_image992.png,2
digit_image993.png,3
digit_image994.png,4
digit_image995.png,5
digit_image996.png,6
digit_image997.png,7
digit_image998.png,8
digit_image999.png,9
digit_image1000.png,0
digit_image1001.png,1
digit_image1002.png,2
digit_image1003.png,3
digit_image1004.png,4
digit_image1005.png,5
digit_image1006.png,6
digit_image1007.png,7
digit_image1008.png,8
digit_image1009.png,9
digit_image1010.png,0
digit_image1011.png,1
digit_image1012.png,2
digit_image1013.png,3
digit_image1014.png,4
digit_image1015.png,5
digit_image1016.png,6
digit_image1017.png,7
digit_image1018.png,8
digit_image1019.png,9
digit_image1020.png,0
digit_image1021.png,1
digit_image1022.png,2
digit_image1023.png,3
digit_image1024.png,4
digit_image1025.png,5
digit_image1026.png,6
digit_image1027.png,7
digit_image1028.png,8
digit_image1029.png,9
digit_image1030.png,0
digit_image1031.png,1
digit_image1032.png,2
digit_image1033.png,3
digit_image1034.png,4
digit_image1035.png,5
digit_image1036.png,6
digit_image1037.png,7
digit_image1038.png,8
digit_image1039.png,9
digit_image1040.png,0
digit_image1041.png,1
digit_image1042.png,2
digit_image1043.png,3
digit_image1044.png,4
digit_image1045.png,5
digit_image1046.png,6
digit_image1047.png,7
digit_image1048.png,8
digit_image1049.png,9
digit_image1050.png,0
digit_image1051.png,1
digit_image1052.png,2
digit_image1053.png,3
digit_image1054.png,4
digit_image1055.png,5
digit_image1056.png,6
digit_image1057.png,7
digit_image1058.png,8
digit_image1059.png,9
digit_image1060.png,0
digit_image1061.png,1
digit_image1062.png,2
digit_image1063.png,3
digit_image1064.png,4
digit_image1065.png,5
digit_image1066.png,6
digit_image1067.png,7
digit_image1068.png,8
digit_image1069.png,9
digit_image1070.png,0
digit_image1071.png,1
digit_image1072.png,2
digit_image1073.png,3
digit_image1074.png,4
digit_image1075.png,5
digit_image1076.png,6
digit_image1077.png,7
digit_image1078.png,8
digit_image1079.png,9
digit_image1080.png,0
digit_image1081.png,1
digit_image1082.png,2
digit_image1083.png,3
digit_image1084.png,4
digit_image1085.png,5
digit_image1086.png,6
digit_image1087.png,7
digit_image1088.png,8
digit_image1089.png,9
digit_image1090.png,0
digit_image1091.png,1
digit_image1092.png,2
digit_image1093.png,3
digit_image1094.png,4
digit_image1095.png,5
digit_image1096.png,6
digit_image1097.png,7
digit_image1098.png,8
digit_image1099.png,9
digit_image1100.png,0
digit_image1101.png,1
digit_image1102.png,2
digit_image1103.png,3
digit_image1104.png,4
digit_image1105.png,5
digit_image1106.png,6
digit_image1107.png,7
digit_image1108.png,8
digit_image1109.png,9
digit_image1110.png,0
digit_image1111.png,1
digit_image1112.png,2
digit_image1113.png,3
digit_image1114.png,4
digit_image1115.png,5
digit_image1116.png,6
digit_image1117.png,7
digit_image1118.png,8
digit_image1119.png,9
digit_image1120.png,0
digit_image1121.png,1
digit_image1122.png,2
digit_image1123.png,3
digit_image1124.png,4
digit_image1125.png,5
digit_image1126.png,6
digit_image1127.png,7
digit_image1128.png,8
digit_image1129.png,9
digit_image1130.png,0
digit_image1131.png,1
digit_image1132.png,2
digit_image1133.png,3
digit_image1134.png,4
digit_image1135.png,5
digit_image1136.png,6
digit_image1137.png,7
digit_image1138.png,8
digit_image1139.png,9
digit_image1140.png,0
digit_image1141.png,1
digit_image1142.png,2
digit_image1143.png,3
digit_image1144.png,4
digit_image1145.png,5
digit_image1146.png,6
digit_image1147.png,7
digit_image1148.png,8
digit_image1149.png,9
digit_image1150.png,0
digit_image1151.png,1
digit_image1152.png,2
digit_image1153.png,3
digit_image1154.png,4
digit_image1155.png,5
digit_image1156.png,6
digit_image1157.png,7
digit_image1158.png,8
digit_image1159.png,9
digit_image1160.png,0
digit_image1161.png,1
digit_image1162.png,2
digit_image1163.png,3
digit_image1164.png,4
digit_image1165.png,5
digit_image1166.png,6
digit_image1167.png,7
digit_image1168.png,8
digit_image1169.png,9
digit_image1170.png,0
digit_image1171.png,1
digit_image1172.png,2
digit_image1173.png,3
digit_image1174.png,4
digit_image1175.png,5
digit_image1176.png,6
digit_image1177.png,7
digit_image1178.png,8
digit_image1179.png,9
digit_image1180.png,0
digit_image1181.png,1
digit_image1182.png,2
digit_image1183.png,3
digit_image1184.png,4
digit_image1185.png,5
digit_image1186.png,6
digit_image1187.png,7
digit_image1188.png,8
digit_image1189.png,9
digit_image1190.png,0
digit_image1191.png,1
digit_image1192.png,2
digit_image1193.png,3
digit_image1194.png,4
digit_image1195.png,5
digit_image1196.png,6
digit_image1197.png,7
digit_image1198.png,8
digit_image1199.png,9
digit_image1200.png,0
digit_image1201.png,1
digit_image1202.png,2
digit_image1203.png,3
digit_image1204.png,4
digit_image1205.png,5
digit_image1206.png,6
digit_image1207.png,7
digit_image1208.png,8
digit_image1209.png,9
digit_image1210.png,0
digit_image1211.png,1
digit_image1212.png,2
digit_image1213.png,3
digit_image1214.png,4
digit_image1215.png,5
digit_image1216.png,6
digit_image1217.png,7
digit_image1218.png,8
digit_image1219.png,9
digit_image1220.png,0
digit_image1221.png,1
digit_image1222.png,2
digit_image1223.png,3
digit_image1224.png,4
digit_image1225.png,5
digit_image1226.png,6
digit_image1227.png,7
digit_image1228.png,8
digit_image1229.png,9
digit_image1230.png,0
digit_image1231.png,1
digit_image1232.png,2
digit_image1233.png,3
digit_image1234.png,4
digit_image1235.png,5
digit_image1236.png,6
digit_image1237.png,7
digit_image1238.png,8
digit_image1239.png,9
digit_image1240.png,0
digit_image1241.png,1
digit_image1242.png,2
digit_image1243.png,3
digit_image1244.png,4
digit_image1245.png,5
digit_image1246.png,6
digit_image1247.png,7
digit_image1248.png,8
digit_image1249.png,9
digit_image1250.png,0
digit_image1251.png,1
digit_image1252.png,2
digit_image1253.png,3
digit_image1254.png,4
digit_image1255.png,5
digit_image1256.png,6
digit_image1257.png,7
digit_image1258.png,8
digit_image1259.png,9
digit_image1260.png,0
digit_image1261.png,1
digit_image1262.png,2
digit_image1263.png,3
digit_image1264.png,4
digit_image1265.png,5
digit_image1266.png,6
digit_image1267.png,7
digit_image1268.png,8
digit_image1269.png,9
digit_image1270.png,0
digit_image1271.png,1
digit_image1272.png,2
digit_image1273.png,3
digit_image1274.png,4
digit_image1275.png,5
digit_image1276.png,6
digit_image1277.png,7
digit_image1278.png,8
digit_image1279.png,9
digit_image1280.png,0
digit_image1281.png,1
digit_image1282.png,2
digit_image1283.png,3
digit_image1284.png,4
digit_image1285.png,5
digit_image1286.png,6
digit_image1287.png,7
digit_image1288.png,8
digit_image1289.png,9
digit_image1290.png,0
digit_image1291.png,1
digit_image1292.png,2
digit_image1293.png,3
digit_image1294.png,4
digit_image1295.png,5
digit_image1296.png,6
digit_image1297.png,7
digit_image1298.png,8
digit_image1299.png,9
digit_image1300.png,0
digit_image1301.png,1
digit_image1302.png,2
digit_image1303.png,3
digit_image1304.png,4
digit_image1305.png,5
digit_image1306.png,6
digit_image1307.png,7
digit_image1308.png,8
digit_image1309.png,9
digit_image1310.png,0
digit_image1311.png,1
digit_image1312.png,2
digit_image1313.png,3
digit_image1314.png,4
digit_image1315.png,5
digit_image1316.png,6
digit_image1317.png,7
digit_image1318.png,8
digit_image1319.png,9
digit_image1320.png,0
digit_image1321.png,1
digit_image1322.png,2
digit_image1323.png,3
digit_image1324.png,4
digit_image1325.png,5
digit_image1326.png,6
digit_image1327.png,7
digit_image1328.png,8
digit_image1329.png,9
digit_image1330.png,0
digit_image1331.png,1
digit_image1332.png,2
digit_image1333.png,3
digit_image1334.png,4
digit_image1335.png,5
digit_image1336.png,6
digit_image1337.png,7
digit_image1338.png,8
digit_image1339.png,9
digit_image1340.png,0
digit_image1341.png,1
digit_image1342.png,2
digit_image1343.png,3
digit_image1344.png,4
digit_image1345.png,5
digit_image1346.png,6
digit_image1347.png,7
digit_image1348.png,8
digit_image1349.png,9
digit_image1350.png,0
digit_image1351.png,1
digit_image1352.png,2
digit_image1353.png,3
digit_image1354.png,4
digit_image1355.png,5
digit_image1356.png,6
digit_image1357.png,7
digit_image1358.png,8
digit_image1359.png,9
digit_image1360.png,0
digit_image1361.png,1
